province,city,accumulated_confirmed,accumulated_suspected,accumulated_death,accumulated_recovered,time
湖南,益阳,27,0,0,0,2020/02/02
湖南,益阳,30,0,0,1,2020/02/03
湖南,益阳,35,0,0,1,2020/02/04
湖南,益阳,40,0,0,6,2020/02/05
湖南,益阳,41,0,0,6,2020/02/06
湖南,怀化,8,0,0,0,2020/01/26
湖南,怀化,11,0,0,0,2020/01/27
湖南,怀化,16,0,0,0,2020/01/28
湖南,怀化,18,0,0,0,2020/01/29
湖南,怀化,23,0,0,0,2020/01/30
湖南,怀化,26,0,0,1,2020/01/31
湖南,怀化,28,0,0,1,2020/02/01
湖南,怀化,31,0,0,1,2020/02/02
湖南,怀化,32,0,0,1,2020/02/03
湖南,怀化,35,0,0,2,2020/02/04
湖南,怀化,35,0,0,6,2020/02/05
湖南,怀化,36,0,0,6,2020/02/06
湖南,永州,4,0,0,0,2020/01/26
湖南,永州,4,0,0,0,2020/01/27
湖南,永州,7,0,0,0,2020/01/28
湖南,永州,11,0,0,0,2020/01/29
湖南,永州,14,0,0,0,2020/01/30
湖南,永州,16,0,0,0,2020/01/31
湖南,永州,18,0,0,2,2020/02/01
湖南,永州,22,0,0,2,2020/02/02
湖南,永州,26,0,0,5,2020/02/03
湖南,永州,26,0,0,5,2020/02/04
湖南,永州,30,0,0,8,2020/02/05
湖南,永州,32,0,0,8,2020/02/06
湖南,郴州,3,0,0,0,2020/01/26
湖南,郴州,6,0,0,0,2020/01/27
湖南,郴州,7,0,0,0,2020/01/28
湖南,郴州,7,0,0,0,2020/01/29
湖南,郴州,10,0,0,1,2020/01/30
湖南,郴州,12,0,0,1,2020/01/31
湖南,郴州,13,0,0,1,2020/02/01
湖南,郴州,18,0,0,1,2020/02/02
湖南,郴州,21,0,0,1,2020/02/03
湖南,郴州,22,0,0,1,2020/02/04
湖南,郴州,24,0,0,2,2020/02/05
湖南,郴州,25,0,0,2,2020/02/06
湖南,湘潭,3,0,0,0,2020/01/26
湖南,湘潭,4,0,0,0,2020/01/27
湖南,湘潭,6,0,0,0,2020/01/28
湖南,湘潭,8,0,0,0,2020/01/29
湖南,湘潭,9,0,0,0,2020/01/30
湖南,湘潭,10,0,0,0,2020/01/31
湖南,湘潭,13,0,0,0,2020/02/01
湖南,湘潭,16,0,0,3,2020/02/02
湖南,湘潭,19,0,0,3,2020/02/03
湖南,湘潭,21,0,0,3,2020/02/04
湖南,湘潭,23,0,0,4,2020/02/05
湖南,湘潭,24,0,0,5,2020/02/06
湖南,湘西,3,0,0,0,2020/01/26
湖南,湘西,3,0,0,0,2020/01/27
湖南,湘西,3,0,0,0,2020/01/28
湖南,湘西,3,0,0,0,2020/01/29
湖南,湘西,4,0,0,0,2020/01/30
湖南,湘西,5,0,0,0,2020/01/31
湖南,湘西,6,0,0,0,2020/02/01
湖南,湘西,6,0,0,1,2020/02/02
湖南,湘西,6,0,0,1,2020/02/03
湖南,湘西,6,0,0,1,2020/02/04
湖南,湘西,7,0,0,1,2020/02/05
湖南,湘西,7,0,0,1,2020/02/06
湖南,张家界,1,0,0,0,2020/01/30
湖南,张家界,1,0,0,0,2020/01/31
湖南,张家界,2,0,0,0,2020/02/01
湖南,张家界,3,0,0,0,2020/02/02
湖南,张家界,3,0,0,0,2020/02/03
湖南,张家界,3,0,0,0,2020/02/04
湖南,张家界,3,0,0,2,2020/02/05
湖南,张家界,3,0,0,2,2020/02/06
江西,全省,2,0,0,0,2020/01/21
江西,全省,3,5,0,0,2020/01/22
江西,全省,7,17,0,0,2020/01/23
江西,全省,18,38,0,0,2020/01/24
江西,全省,36,30,0,0,2020/01/25
江西,全省,48,68,0,0,2020/01/26
江西,全省,72,88,0,1,2020/01/27
江西,全省,109,107,0,3,2020/01/28
江西,全省,162,123,0,3,2020/01/29
江西,全省,240,197,0,5,2020/01/30
江西,全省,286,260,0,7,2020/01/31
江西,全省,333,312,0,9,2020/02/01
江西,全省,391,359,0,12,2020/02/02
江西,全省,476,319,0,18,2020/02/03
江西,全省,548,343,0,20,2020/02/04
江西,全省,600,312,0,27,2020/02/05
江西,南昌,4,0,0,0,2020/01/26
江西,南昌,8,0,0,0,2020/01/27
江西,南昌,17,0,0,0,2020/01/28
江西,南昌,25,0,0,0,2020/01/29
江西,南昌,46,0,0,0,2020/01/30
江西,南昌,67,0,0,1,2020/01/31
江西,南昌,83,0,0,1,2020/02/01
江西,南昌,89,0,0,1,2020/02/02
江西,南昌,103,0,0,4,2020/02/03
江西,南昌,121,0,0,4,2020/02/04
江西,南昌,134,0,0,7,2020/02/05
江西,南昌,149,0,0,10,2020/02/06
江西,九江,2,0,0,0,2020/01/26
江西,九江,4,0,0,0,2020/01/27
江西,九江,9,0,0,0,2020/01/28
江西,九江,16,0,0,0,2020/01/29
江西,九江,31,0,0,0,2020/01/30
江西,九江,42,0,0,0,2020/01/31
江西,九江,43,0,0,0,2020/02/01
江西,九江,55,0,0,2,2020/02/02
江西,九江,64,0,0,2,2020/02/03
江西,九江,78,0,0,3,2020/02/04
江西,九江,86,0,0,3,2020/02/05
江西,九江,92,0,0,4,2020/02/06
江西,上饶,6,0,0,0,2020/01/26
江西,上饶,6,0,0,0,2020/01/27
江西,上饶,7,0,0,0,2020/01/28
江西,上饶,9,0,0,0,2020/01/29
江西,上饶,11,0,0,0,2020/01/30
江西,上饶,12,0,0,1,2020/01/31
江西,上饶,16,0,0,1,2020/02/01
江西,上饶,19,0,0,1,2020/02/02
江西,上饶,32,0,0,4,2020/02/03
江西,上饶,50,0,0,4,2020/02/04
江西,上饶,69,0,0,5,2020/02/05
江西,上饶,78,0,0,5,2020/02/06
江西,新余,1,0,0,0,2020/01/26
江西,新余,3,0,0,0,2020/01/27
江西,新余,3,0,0,1,2020/01/28
江西,新余,11,0,0,1,2020/01/29
江西,新余,11,0,0,3,2020/01/30
江西,新余,28,0,0,2,2020/01/31
江西,新余,40,0,0,2,2020/02/01
江西,新余,43,0,0,3,2020/02/02
江西,新余,50,0,0,3,2020/02/03
江西,新余,59,0,0,3,2020/02/04
江西,新余,69,0,0,4,2020/02/05
江西,新余,78,0,0,5,2020/02/06
江西,宜春,5,0,0,0,2020/01/26
江西,宜春,6,0,0,0,2020/01/27
江西,宜春,10,0,0,0,2020/01/28
江西,宜春,14,0,0,0,2020/01/29
江西,宜春,14,0,0,0,2020/01/30
江西,宜春,26,0,0,0,2020/01/31
江西,宜春,29,0,0,1,2020/02/01
江西,宜春,31,0,0,1,2020/02/02
江西,宜春,36,0,0,1,2020/02/03
江西,宜春,45,0,0,2,2020/02/04
江西,宜春,48,0,0,4,2020/02/05
江西,宜春,54,0,0,4,2020/02/06
江西,赣州,7,0,0,0,2020/01/26
江西,赣州,7,0,0,0,2020/01/27
江西,赣州,10,0,0,0,2020/01/28
江西,赣州,16,0,0,0,2020/01/29
江西,赣州,21,0,0,0,2020/01/30
江西,赣州,27,0,0,0,2020/01/31
江西,赣州,30,0,0,1,2020/02/01
江西,赣州,34,0,0,1,2020/02/02
江西,赣州,35,0,0,1,2020/02/03
江西,赣州,42,0,0,1,2020/02/04
江西,赣州,48,0,0,1,2020/02/05
江西,赣州,52,0,0,2,2020/02/06
江西,抚州,6,0,0,0,2020/01/26
江西,抚州,7,0,0,0,2020/01/27
江西,抚州,8,0,0,0,2020/01/28
江西,抚州,9,0,0,0,2020/01/29
江西,抚州,13,0,0,0,2020/01/30
江西,抚州,15,0,0,0,2020/01/31
江西,抚州,18,0,0,0,2020/02/01
江西,抚州,24,0,0,0,2020/02/02
江西,抚州,29,0,0,0,2020/02/03
江西,抚州,34,0,0,0,2020/02/04
江西,抚州,44,0,0,1,2020/02/05
江西,抚州,46,0,0,5,2020/02/06
江西,萍乡,2,0,0,0,2020/01/26
江西,萍乡,2,0,0,0,2020/01/27
江西,萍乡,2,0,0,1,2020/01/28
江西,萍乡,2,0,0,1,2020/01/29
江西,萍乡,5,0,0,1,2020/01/30
江西,萍乡,8,0,0,1,2020/01/31
江西,萍乡,9,0,0,1,2020/02/01
江西,萍乡,15,0,0,1,2020/02/02
江西,萍乡,18,0,0,1,2020/02/03
江西,萍乡,20,0,0,1,2020/02/04
江西,萍乡,22,0,0,1,2020/02/05
江西,萍乡,23,0,0,1,2020/02/06
江西,吉安,2,0,0,0,2020/01/26
江西,吉安,3,0,0,0,2020/01/27
江西,吉安,3,0,0,1,2020/01/28
江西,吉安,4,0,0,1,2020/01/29
江西,吉安,5,0,0,1,2020/01/30
江西,吉安,8,0,0,1,2020/01/31
江西,吉安,11,0,0,1,2020/02/01
江西,吉安,12,0,0,1,2020/02/02
江西,吉安,13,0,0,1,2020/02/03
江西,吉安,15,0,0,1,2020/02/04
江西,吉安,15,0,0,1,2020/02/05
江西,吉安,15,0,0,1,2020/02/06
江西,鹰潭,1,0,0,0,2020/01/28
江西,鹰潭,1,0,0,0,2020/01/29
江西,鹰潭,3,0,0,0,2020/01/30
江西,鹰潭,4,0,0,0,2020/01/31
江西,鹰潭,4,0,0,0,2020/02/01
江西,鹰潭,8,0,0,0,2020/02/02
江西,鹰潭,8,0,0,0,2020/02/03
江西,鹰潭,8,0,0,0,2020/02/04
江西,鹰潭,9,0,0,0,2020/02/05
江西,鹰潭,9,0,0,0,2020/02/06
江西,景德镇,1,0,0,0,2020/01/26
江西,景德镇,2,0,0,0,2020/01/27
江西,景德镇,2,0,0,0,2020/01/28
江西,景德镇,2,0,0,0,2020/01/29
江西,景德镇,2,0,0,1,2020/01/30
江西,景德镇,3,0,0,1,2020/01/31
江西,景德镇,3,0,0,1,2020/02/01
江西,景德镇,3,0,0,1,2020/02/02
江西,景德镇,3,0,0,1,2020/02/03
江西,景德镇,4,0,0,1,2020/02/04
江西,景德镇,4,0,0,1,2020/02/05
江西,景德镇,4,0,0,1,2020/02/06
安徽,全省,1,8,0,0,2020/01/22
安徽,全省,15,14,0,0,2020/01/23
安徽,全省,39,20,0,0,2020/01/24
安徽,全省,60,15,0,0,2020/01/25
安徽,全省,70,43,0,0,2020/01/26
安徽,全省,106,42,0,0,2020/01/27
安徽,全省,152,55,0,0,2020/01/28
安徽,全省,200,67,0,2,2020/01/29
安徽,全省,237,98,0,2,2020/01/30
安徽,全省,297,117,0,3,2020/01/31
安徽,全省,340,160,0,5,2020/02/01
安徽,全省,408,153,0,7,2020/02/02
安徽,全省,480,124,0,14,2020/02/03
安徽,全省,530,130,0,20,2020/02/04
安徽,全省,591,141,0,23,2020/02/05
安徽,合肥,13,0,0,0,2020/01/26
安徽,合肥,13,0,0,0,2020/01/27
安徽,合肥,16,0,0,0,2020/01/28
安徽,合肥,29,0,0,1,2020/01/29
安徽,合肥,39,0,0,1,2020/01/30
安徽,合肥,50,0,0,1,2020/01/31
安徽,合肥,59,0,0,2,2020/02/01
安徽,合肥,59,0,0,2,2020/02/02
安徽,合肥,75,0,0,5,2020/02/03
安徽,合肥,81,0,0,5,2020/02/04
安徽,合肥,93,0,0,5,2020/02/05
安徽,合肥,104,0,0,7,2020/02/06
安徽,阜阳,10,0,0,0,2020/01/26
安徽,阜阳,10,0,0,0,2020/01/27
安徽,阜阳,21,0,0,0,2020/01/28
安徽,阜阳,23,0,0,0,2020/01/29
安徽,阜阳,28,0,0,0,2020/01/30
安徽,阜阳,38,0,0,0,2020/01/31
安徽,阜阳,47,0,0,0,2020/02/01
安徽,阜阳,59,0,0,0,2020/02/02
安徽,阜阳,65,0,0,0,2020/02/03
安徽,阜阳,79,0,0,3,2020/02/04
安徽,阜阳,84,0,0,3,2020/02/05
安徽,阜阳,95,0,0,7,2020/02/06
安徽,亳州,6,0,0,0,2020/01/26
安徽,亳州,6,0,0,0,2020/01/27
安徽,亳州,8,0,0,0,2020/01/28
安徽,亳州,15,0,0,1,2020/01/29
安徽,亳州,20,0,0,1,2020/01/30
安徽,亳州,20,0,0,1,2020/01/31
安徽,亳州,25,0,0,2,2020/02/01
安徽,亳州,30,0,0,2,2020/02/02
安徽,亳州,39,0,0,2,2020/02/03
安徽,亳州,48,0,0,2,2020/02/04
安徽,亳州,58,0,0,2,2020/02/05
安徽,亳州,66,0,0,5,2020/02/06
安徽,蚌埠,1,0,0,0,2020/01/26
安徽,蚌埠,3,0,0,0,2020/01/27
安徽,蚌埠,3,0,0,0,2020/01/28
安徽,蚌埠,3,0,0,0,2020/01/29
安徽,蚌埠,8,0,0,0,2020/01/30
安徽,蚌埠,15,0,0,0,2020/01/31
安徽,蚌埠,16,0,0,0,2020/02/01
安徽,蚌埠,26,0,0,0,2020/02/02
安徽,蚌埠,37,0,0,0,2020/02/03
安徽,蚌埠,43,0,0,0,2020/02/04
安徽,蚌埠,48,0,0,0,2020/02/05
安徽,蚌埠,64,0,0,0,2020/02/06
安徽,安庆,5,0,0,0,2020/01/26
安徽,安庆,8,0,0,0,2020/01/27
安徽,安庆,8,0,0,0,2020/01/28
安徽,安庆,14,0,0,0,2020/01/29
安徽,安庆,18,0,0,0,2020/01/30
安徽,安庆,18,0,0,0,2020/01/31
安徽,安庆,37,0,0,0,2020/02/01
安徽,安庆,43,0,0,0,2020/02/02
安徽,安庆,47,0,0,0,2020/02/03
安徽,安庆,55,0,0,3,2020/02/04
安徽,安庆,56,0,0,3,2020/02/05
安徽,安庆,60,0,0,3,2020/02/06
安徽,六安,3,0,0,0,2020/01/26
安徽,六安,3,0,0,0,2020/01/27
安徽,六安,4,0,0,0,2020/01/28
安徽,六安,6,0,0,0,2020/01/29
安徽,六安,8,0,0,0,2020/01/30
安徽,六安,9,0,0,1,2020/01/31
安徽,六安,13,0,0,1,2020/02/01
安徽,六安,13,0,0,1,2020/02/02
安徽,六安,20,0,0,1,2020/02/03
安徽,六安,30,0,0,1,2020/02/04
安徽,六安,34,0,0,1,2020/02/05
安徽,六安,36,0,0,1,2020/02/06
安徽,马鞍山,7,0,0,0,2020/01/26
安徽,马鞍山,7,0,0,0,2020/01/27
安徽,马鞍山,10,0,0,0,2020/01/28
安徽,马鞍山,11,0,0,0,2020/01/29
安徽,马鞍山,14,0,0,0,2020/01/30
安徽,马鞍山,14,0,0,0,2020/01/31
安徽,马鞍山,22,0,0,0,2020/02/01
安徽,马鞍山,27,0,0,0,2020/02/02
安徽,马鞍山,28,0,0,1,2020/02/03
安徽,马鞍山,28,0,0,1,2020/02/04
安徽,马鞍山,30,0,0,1,2020/02/05
安徽,马鞍山,30,0,0,0,2020/02/06
安徽,芜湖,3,0,0,0,2020/01/26
安徽,芜湖,6,0,0,0,2020/01/27
安徽,芜湖,9,0,0,0,2020/01/28
安徽,芜湖,11,0,0,0,2020/01/29
安徽,芜湖,14,0,0,0,2020/01/30
安徽,芜湖,14,0,0,0,2020/01/31
安徽,芜湖,15,0,0,0,2020/02/01
安徽,芜湖,16,0,0,1,2020/02/02
安徽,芜湖,16,0,0,1,2020/02/03
安徽,芜湖,21,0,0,1,2020/02/04
安徽,芜湖,23,0,0,2,2020/02/05
安徽,芜湖,26,0,0,2,2020/02/06
安徽,宿州,2,0,0,0,2020/01/26
安徽,宿州,3,0,0,0,2020/01/27
安徽,宿州,3,0,0,0,2020/01/28
安徽,宿州,9,0,0,0,2020/01/29
安徽,宿州,10,0,0,0,2020/01/30
安徽,宿州,10,0,0,0,2020/01/31
安徽,宿州,12,0,0,0,2020/02/01
安徽,宿州,14,0,0,0,2020/02/02
安徽,宿州,21,0,0,0,2020/02/03
安徽,宿州,23,0,0,0,2020/02/04
安徽,宿州,24,0,0,0,2020/02/05
安徽,宿州,25,0,0,0,2020/02/06
安徽,铜陵,3,0,0,0,2020/01/26
安徽,铜陵,3,0,0,0,2020/01/27
安徽,铜陵,9,0,0,0,2020/01/28
安徽,铜陵,9,0,0,0,2020/01/29
安徽,铜陵,10,0,0,0,2020/01/30
安徽,铜陵,14,0,0,0,2020/01/31
安徽,铜陵,16,0,0,0,2020/02/01
安徽,铜陵,16,0,0,0,2020/02/02
安徽,铜陵,18,0,0,1,2020/02/03
安徽,铜陵,19,0,0,1,2020/02/04
安徽,铜陵,19,0,0,1,2020/02/05
安徽,铜陵,20,0,0,2,2020/02/06
安徽,淮北,1,0,0,0,2020/01/26
安徽,淮北,1,0,0,0,2020/01/27
安徽,淮北,2,0,0,0,2020/01/28
安徽,淮北,2,0,0,0,2020/01/29
安徽,淮北,2,0,0,0,2020/01/30
安徽,淮北,2,0,0,0,2020/01/31
安徽,淮北,6,0,0,0,2020/02/01
安徽,淮北,6,0,0,0,2020/02/02
安徽,淮北,8,0,0,0,2020/02/03
安徽,淮北,11,0,0,0,2020/02/04
安徽,淮北,14,0,0,0,2020/02/05
安徽,淮北,17,0,0,0,2020/02/06
安徽,淮南,1,0,0,0,2020/01/26
安徽,淮南,2,0,0,0,2020/01/27
安徽,淮南,2,0,0,0,2020/01/28
安徽,淮南,2,0,0,0,2020/01/29
安徽,淮南,6,0,0,0,2020/01/30
安徽,淮南,6,0,0,0,2020/01/31
安徽,淮南,6,0,0,0,2020/02/01
安徽,淮南,6,0,0,0,2020/02/02
安徽,淮南,7,0,0,0,2020/02/03
安徽,淮南,8,0,0,0,2020/02/04
安徽,淮南,12,0,0,2,2020/02/05
安徽,淮南,12,0,0,2,2020/02/06
安徽,滁州,2,0,0,0,2020/01/26
安徽,滁州,2,0,0,0,2020/01/27
安徽,滁州,4,0,0,0,2020/01/28
安徽,滁州,4,0,0,0,2020/01/29
安徽,滁州,4,0,0,0,2020/01/30
安徽,滁州,4,0,0,0,2020/01/31
安徽,滁州,6,0,0,0,2020/02/01
安徽,滁州,6,0,0,0,2020/02/02
安徽,滁州,8,0,0,2,2020/02/03
安徽,滁州,11,0,0,2,2020/02/04
安徽,滁州,11,0,0,2,2020/02/05
安徽,滁州,11,0,0,2,2020/02/06
安徽,池州,1,0,0,0,2020/01/26
安徽,池州,1,0,0,0,2020/01/27
安徽,池州,1,0,0,0,2020/01/28
安徽,池州,1,0,0,0,2020/01/29
安徽,池州,2,0,0,0,2020/01/30
安徽,池州,4,0,0,0,2020/01/31
安徽,池州,4,0,0,0,2020/02/01
安徽,池州,6,0,0,0,2020/02/02
安徽,池州,6,0,0,1,2020/02/03
安徽,池州,10,0,0,1,2020/02/04
安徽,池州,11,0,0,1,2020/02/05
安徽,池州,11,0,0,1,2020/02/06
安徽,黄山,1,0,0,0,2020/01/26
安徽,黄山,1,0,0,0,2020/01/27
安徽,黄山,4,0,0,0,2020/01/28
安徽,黄山,7,0,0,0,2020/01/29
安徽,黄山,7,0,0,0,2020/01/30
安徽,黄山,9,0,0,0,2020/01/31
安徽,黄山,9,0,0,0,2020/02/01
安徽,黄山,9,0,0,0,2020/02/02
安徽,黄山,9,0,0,0,2020/02/03
安徽,黄山,9,0,0,0,2020/02/04
安徽,黄山,9,0,0,0,2020/02/05
安徽,黄山,9,0,0,0,2020/02/06
安徽,宣城,1,0,0,0,2020/01/26
安徽,宣城,1,0,0,0,2020/01/27
安徽,宣城,2,0,0,0,2020/01/28
安徽,宣城,2,0,0,0,2020/01/29
安徽,宣城,4,0,0,0,2020/01/30
安徽,宣城,4,0,0,0,2020/01/31
安徽,宣城,4,0,0,0,2020/02/01
安徽,宣城,4,0,0,1,2020/02/02
安徽,宣城,4,0,0,1,2020/02/03
安徽,宣城,4,0,0,1,2020/02/04
安徽,宣城,4,0,0,1,2020/02/05
安徽,宣城,5,0,0,2,2020/02/06
重庆,全市,5,0,0,0,2020/01/21
重庆,全市,9,13,0,0,2020/01/22
重庆,全市,27,71,0,0,2020/01/23
重庆,全市,57,86,0,0,2020/01/24
重庆,全市,75,146,0,0,2020/01/25
重庆,全市,110,188,0,0,2020/01/26
重庆,全市,132,219,0,0,2020/01/27
重庆,全市,147,246,0,0,2020/01/28
重庆,全市,165,279,0,1,2020/01/29
重庆,全市,206,378,0,1,2020/01/30
重庆,全市,238,408,1,1,2020/01/31
重庆,全市,262,425,1,3,2020/02/01
重庆,全市,300,398,2,7,2020/02/02
重庆,全市,337,387,2,8,2020/02/03
重庆,全市,366,397,2,14,2020/02/04
重庆,全市,389,379,2,15,2020/02/05
重庆,万州区,13,0,0,0,2020/01/26
重庆,万州区,14,0,0,0,2020/01/27
重庆,万州区,15,0,0,0,2020/01/28
重庆,万州区,17,0,0,0,2020/01/29
重庆,万州区,24,0,0,0,2020/01/30
重庆,万州区,29,0,0,0,2020/01/31
重庆,万州区,39,0,0,0,2020/02/01
重庆,万州区,44,0,0,0,2020/02/02
重庆,万州区,50,0,1,0,2020/02/03
重庆,万州区,60,0,1,1,2020/02/04
重庆,万州区,67,0,1,2,2020/02/05
重庆,万州区,68,0,1,2,2020/02/06
重庆,九龙坡区,3,0,0,0,2020/01/26
重庆,九龙坡区,4,0,0,0,2020/01/27
重庆,九龙坡区,5,0,0,0,2020/01/28
重庆,九龙坡区,5,0,0,0,2020/01/29
重庆,九龙坡区,5,0,0,0,2020/01/30
重庆,九龙坡区,8,0,0,0,2020/01/31
重庆,九龙坡区,9,0,1,0,2020/02/01
重庆,九龙坡区,11,0,1,0,2020/02/02
重庆,九龙坡区,13,0,1,0,2020/02/03
重庆,九龙坡区,15,0,1,0,2020/02/04
重庆,九龙坡区,19,0,1,0,2020/02/05
重庆,九龙坡区,19,0,1,0,2020/02/06
重庆,云阳县,4,0,0,0,2020/01/26
重庆,云阳县,8,0,0,0,2020/01/27
重庆,云阳县,10,0,0,0,2020/01/28
重庆,云阳县,11,0,0,0,2020/01/29
重庆,云阳县,13,0,0,0,2020/01/30
重庆,云阳县,15,0,0,0,2020/01/31
重庆,云阳县,18,0,0,0,2020/02/01
重庆,云阳县,18,0,0,1,2020/02/02
重庆,云阳县,18,0,0,1,2020/02/03
重庆,云阳县,18,0,0,2,2020/02/04
重庆,云阳县,18,0,0,2,2020/02/05
重庆,云阳县,19,0,0,2,2020/02/06
重庆,江北区,2,0,0,0,2020/01/26
重庆,江北区,3,0,0,0,2020/01/27
重庆,江北区,4,0,0,0,2020/01/28
重庆,江北区,5,0,0,0,2020/01/29
重庆,江北区,8,0,0,0,2020/01/30
重庆,江北区,8,0,0,0,2020/01/31
重庆,江北区,12,0,0,0,2020/02/01
重庆,江北区,13,0,0,0,2020/02/02
重庆,江北区,16,0,0,0,2020/02/03
重庆,江北区,16,0,0,0,2020/02/04
重庆,江北区,16,0,0,0,2020/02/05
重庆,江北区,18,0,0,0,2020/02/06
重庆,开州区,4,0,0,0,2020/01/26
重庆,开州区,7,0,0,0,2020/01/27
重庆,开州区,9,0,0,0,2020/01/28
重庆,开州区,11,0,0,0,2020/01/29
重庆,开州区,14,0,0,0,2020/01/30
重庆,开州区,16,0,0,0,2020/01/31
重庆,开州区,16,0,0,0,2020/02/01
重庆,开州区,16,0,0,0,2020/02/02
重庆,开州区,17,0,0,0,2020/02/03
重庆,开州区,18,0,0,0,2020/02/04
重庆,开州区,18,0,0,0,2020/02/05
重庆,开州区,18,0,0,0,2020/02/06
重庆,渝中区,1,0,0,0,2020/01/29
重庆,渝中区,5,0,0,0,2020/01/30
重庆,渝中区,6,0,0,0,2020/01/31
重庆,渝中区,7,0,0,0,2020/02/01
重庆,渝中区,9,0,0,0,2020/02/02
重庆,渝中区,9,0,0,0,2020/02/03
重庆,渝中区,13,0,0,0,2020/02/04
重庆,渝中区,16,0,0,0,2020/02/05
重庆,渝中区,17,0,0,0,2020/02/06
重庆,垫江县,2,0,0,0,2020/01/26
重庆,垫江县,4,0,0,0,2020/01/27
重庆,垫江县,5,0,0,0,2020/01/28
重庆,垫江县,5,0,0,0,2020/01/29
重庆,垫江县,8,0,0,0,2020/01/30
重庆,垫江县,8,0,0,0,2020/01/31
重庆,垫江县,11,0,0,0,2020/02/01
重庆,垫江县,12,0,0,0,2020/02/02
重庆,垫江县,13,0,0,1,2020/02/03
重庆,垫江县,13,0,0,1,2020/02/04
重庆,垫江县,15,0,0,1,2020/02/05
重庆,垫江县,16,0,0,1,2020/02/06
重庆,忠县,5,0,0,0,2020/01/26
重庆,忠县,6,0,0,0,2020/01/27
重庆,忠县,9,0,0,0,2020/01/28
重庆,忠县,11,0,0,0,2020/01/29
重庆,忠县,12,0,0,0,2020/01/30
重庆,忠县,12,0,0,0,2020/01/31
重庆,忠县,12,0,0,0,2020/02/01
重庆,忠县,15,0,0,0,2020/02/02
重庆,忠县,15,0,0,0,2020/02/03
重庆,忠县,15,0,0,1,2020/02/04
重庆,忠县,15,0,0,1,2020/02/05
重庆,忠县,15,0,0,1,2020/02/06
重庆,两江新区,3,0,0,0,2020/01/26
重庆,两江新区,7,0,0,0,2020/01/27
重庆,两江新区,8,0,0,0,2020/01/28
重庆,两江新区,8,0,0,0,2020/01/29
重庆,两江新区,8,0,0,0,2020/01/30
重庆,两江新区,9,0,0,0,2020/01/31
重庆,两江新区,10,0,0,0,2020/02/01
重庆,两江新区,12,0,0,0,2020/02/02
重庆,两江新区,13,0,0,0,2020/02/03
重庆,两江新区,13,0,0,0,2020/02/04
重庆,两江新区,14,0,0,0,2020/02/05
重庆,两江新区,14,0,0,0,2020/02/06
重庆,綦江区,1,0,0,0,2020/01/27
重庆,綦江区,2,0,0,0,2020/01/28
重庆,綦江区,4,0,0,0,2020/01/29
重庆,綦江区,4,0,0,0,2020/01/30
重庆,綦江区,4,0,0,0,2020/01/31
重庆,綦江区,4,0,0,0,2020/02/01
重庆,綦江区,4,0,0,0,2020/02/02
重庆,綦江区,10,0,0,0,2020/02/03
重庆,綦江区,10,0,0,0,2020/02/04
重庆,綦江区,12,0,0,0,2020/02/05
重庆,綦江区,13,0,0,0,2020/02/06
重庆,石柱土家族自治县,3,0,0,0,2020/01/26
重庆,石柱土家族自治县,3,0,0,0,2020/01/27
重庆,石柱土家族自治县,6,0,0,0,2020/01/28
重庆,石柱土家族自治县,7,0,0,0,2020/01/29
重庆,石柱土家族自治县,7,0,0,0,2020/01/30
重庆,石柱土家族自治县,8,0,0,0,2020/01/31
